"site1","site2","taxSorensen","functionalDistance","distance","precip_PET_ratio","Temp_Isothermallity","Temp_ColdestPeriod_min","Rad_Jan_total","geogDistance100km"
"site_104","site_87",0.817104301075269,0.04037,4.19320711191879,-0.389259706543704,0.0797634855503926,-0.412291050758148,0.235012965344859,0.901685026634666
"site_30","site_77",0.765857446808511,0.132323,0.881774225632117,-0.734397213077045,0.768015440992924,0.496533500200897,0.458207261303707,0.94003077989964
"site_142","site_97",0.854445454545455,0.249004,3.00156563029034,0.244538641388746,0.3808737160565,0.796211733341792,-0.128049756081533,2.46068034948071
"site_110","site_159",0.947268421052632,0.118573,3.88366659253356,0.297653386093594,-1.59785065584078,-0.967321244805848,0.258820356913803,0.612874661846775
"site_13","site_73",0.779311764705882,0.103737,1.82397335318152,-0.637672931850843,0.617460325739871,0.426644837844083,0.157638942745792,1.07267559350074
"site_164","site_62",0.7124,0.0431417,1.31604760442094,-0.55197840998726,0.3808737160565,0.867732037621334,0.660570089639729,2.2817980010277
"site_119","site_88",0.854822279792746,0.0992366,0.773350293654436,-0.744537158397863,0.746507567385345,-0.505294640353598,0.856981070083515,0.670790747181041
"site_158","site_74",0.742474257425743,0.116597,1.03920695183212,-0.557064554218944,0.165794979980709,0.110922125796371,0.615931230447959,1.2575125479321
"site_4","site_47",0.923304255319149,0.138916,5.39201873008622,0.685464542762436,-0.823567205967929,-0.452266277864965,-0.851199274988201,0.896183396621051
"site_11","site_7",0.947951948051948,0.104867,2.67088115552892,0.588899558597597,0.660476072955029,1.48258910216903,-0.892862210233853,1.5360061971108
"site_125","site_45",0.982805982905983,0.0634842,5.21309463221513,0.698200826392573,-0.457933354639084,-0.577902705914958,-0.291725573118023,1.60090834414828
"site_105","site_21",0.766323357664234,0.156527,2.99119706863199,-0.575578637731196,0.574444578524712,0.460365437580445,0.437375793680881,1.45001357449522
"site_136","site_16",0.621045374449339,0.0472393,1.52750330006273,-0.284200949263746,0.316350095233763,-0.0323904230831673,0.220133345614268,1.81172471974214
"site_107","site_27",0.833233333333333,0.169854,2.11111847347295,-0.474804934263878,0.552936704917133,-0.32119104340588,0.246916661129331,1.25202403415022
"site_166","site_50",0.9999,0.100921,5.3643255785504,0.969761392433605,-2.07102387520752,-0.534936135283142,-0.4702810098851,2.04096993096841
"site_10","site_99",0.848001265822785,0.190958,5.55754333357972,1.55283081954747,-0.264362492170873,0.654258886064526,-1.86301341666831,2.2814109035059
"site_128","site_136",0.788259788359788,0.188872,3.34721791210217,0.784545522318902,-0.608488469892138,-0.871598252005853,-0.250062637872371,1.30260652825075
"site_140","site_67",0.754616981132076,0.116487,2.87782408949867,0.337015771410114,-0.35039398660119,-0.52460240310587,-0.0447238855902304,1.86678252655388
"site_77","site_78",0.795520437956204,0.0329383,1.40438707356268,-0.745762311119976,0.854046935423241,-0.0487068423104392,0.678425633316437,0.169695827303422
"site_109","site_81",0.891204347826087,0.124851,3.77295287213986,0.617269153403828,0.509920957701975,-0.0704620679468017,-1.16367128933059,1.96168430312154
"site_158","site_82",0.744998039215686,0.116553,1.37411855749262,-0.601429598787247,0.337857968841342,0.0747540631759183,0.669497861478082,1.10590450346216
"site_55","site_95",0.62952962962963,0.0546836,1.76077494623807,-0.676403823831649,0.681983946562608,-0.435949858637693,0.345122151351225,0.756984267123072
"site_145","site_97",0.864306779661017,0.144967,2.17128515469284,-0.436462177470368,0.63896819934745,0.359203638371359,0.550460903633364,0.995590035450238
"site_12","site_21",0.979281443298969,0.141493,2.30023494572841,0.161956150511142,0.509920957701975,0.730402175791795,-0.827391883419257,1.00723020381841
"site_143","site_93",0.951119512195122,0.214422,4.99832835095045,1.51006756820887,-0.673012090714875,-0.880844222901307,-0.958332537048448,0.940596366991268
"site_4","site_68",0.650385436893204,0.089841,1.39131733881797,-0.333481346322661,0.832539061815662,0.441601555469082,0.0564575285777806,1.18540033385514
"site_101","site_74",0.621947244094488,0.0601116,0.615606043978889,-0.616945632522566,0.811031188208083,0.0671397342031914,0.324290683728398,0.406764733341915
"site_13","site_14",0.582178481012658,0.109403,1.2967844013205,-0.495804143061922,0.897062682638399,0.582738581784984,0.499870196549359,0.240263452224977
"site_113","site_150",0.68493937007874,0.0492222,1.65036157670754,-0.478657845917408,0.423889463271658,-0.2863826823877,0.937331016628699,0.633844117041179
"site_122","site_61",0.708990909090909,0.0881616,1.61428877437929,-0.498918457878975,0.703491820170187,0.016286894278194,-0.113170136350944,1.21482372126889
"site_115","site_18",0.737604918032787,0.153678,1.55927843377964,0.307593047106499,0.208810727195867,-0.815578545992219,-0.154833071596595,1.51665789452376
"site_137","site_160",0.897859183673469,0.0566769,2.07635652726854,0.495819160121947,-0.759043585145193,0.139475859444097,-0.253038561818488,2.12938741409633
"site_37","site_53",0.96068431372549,0.0920943,2.40167218709321,0.117295241525604,-0.0707916297026612,-0.375851047817241,-0.366123671770971,0.833346429669708
"site_40","site_6",0.982508695652174,0.0851304,3.68918858983785,0.442891802539585,0.746507567385345,0.627880674980436,-0.693475305843948,1.30151131904579
"site_100","site_67",0.642757142857143,0.0980513,2.25583624028254,-0.294547997928958,-0.393409733816348,-0.986900947878575,0.0832408440928423,0.812509670992497
"site_165","site_92",0.696235078534031,0.0926099,2.30223772983386,-0.386842960745651,-0.0922995033102403,0.0228134619691029,0.672473785424201,1.86146560524177
"site_63","site_81",0.958662886597938,0.0585491,3.36455768195373,0.339899286965066,0.337857968841342,-0.519707477337689,-0.877982590503263,1.46201998428241
"site_108","site_165",0.805305405405405,0.0734392,2.27251911919033,-0.565788052402865,0.273334348018605,0.146546307775915,0.925427320844228,1.40657614667419
"site_168","site_87",0.865068539325843,0.0767696,4.27782218236304,-0.111840454052452,-0.952614447613405,0.0780173470213728,0.812342210891745,2.41194265199389
"site_25","site_60",0.97027037037037,0.13053,5.69157277043572,-0.000202486897267151,-1.8774530127393,-0.810139739583129,-0.583366119837583,0.601504392595588
"site_123","site_97",0.910012359550562,0.278113,2.31780763664233,-0.436923339701067,0.595952452132291,0.366546027023631,0.121927855392377,0.331898141588624
"site_151","site_33",0.796775,0.0730592,1.67143906465859,0.0749065116438912,-0.0707916297026612,0.151985114185005,-0.157808995542713,2.14821227882342
"site_120","site_99",0.899059663865546,0.13828,6.51414981847667,1.34315144165709,-0.113807376917819,-0.466679114849055,-1.15474351749223,1.51083975467026
