"site1","site2","taxSorensen","functionalDistance","distance","precip_PET_ratio","Temp_Isothermallity","Temp_ColdestPeriod_min","Rad_Jan_total","geogDistance100km"
"site_104","site_2",0.883957971014493,0.099262,2.95561655306088,0.235050707681557,0.832539061815662,1.05673056033723,-1.11010465830046,2.35425275936911
"site_107","site_55",0.771328571428571,0.209869,1.53475349624446,-0.357590019527461,0.488413084094396,-0.676345101919499,0.0118186693860114,1.08673239010289
"site_22","site_67",0.656616417910448,0.0603979,1.21362288971525,-0.481681427290427,0.208810727195867,-0.168904463951342,0.288579596374983,0.44482095978425
"site_111","site_173",0.950107468879668,0.059955,4.34635841371538,-0.754996992990211,-0.716027837930034,0.799746957507701,1.02660873501224,1.45652962316815
"site_153","site_98",0.92628036809816,0.191334,4.68455480052655,1.79460267595092,-1.29674042533467,-0.965689602883121,-1.21426199641459,1.31680903798625
"site_2","site_65",0.55678622754491,0.0277396,0.905966767045087,1.35088129543595,0.552936704917133,1.10486399705769,-1.89872450402173,1.35722939403948
"site_165","site_53",0.757794736842105,0.0892454,1.38972168562508,-0.459435970136863,0.122779232765551,0.644197094207708,0.592123838879016,2.23482658493779
"site_115","site_117",0.777677777777778,0.11081,5.33886328151616,1.50355831946334,-1.38277191976499,-1.59169622056945,-0.898814058126088,0.593043118004749
"site_11","site_18",0.854204635761589,0.155517,2.51041726815331,0.170610378519446,0.230318600803446,0.791044867253155,-0.288749649171904,0.94509299720512
"site_25","site_43",0.947612418300654,0.0284925,5.22554290362879,0.0994410360175317,-2.07102387520752,-0.852290489253581,-0.761921556604662,0.466982928298571
"site_101","site_31",0.591523036649215,0.0493201,0.688401899193698,-0.536339339612117,0.703491820170187,0.0698591374077368,0.184422258260853,1.3403562263912
"site_136","site_16",0.621045374449339,0.0472393,1.52750330006273,-0.284200949263746,0.316350095233763,-0.0323904230831673,0.220133345614268,1.81172471974214
"site_105","site_8",0.895248837209302,0.191974,2.72400810991335,-0.507709846827014,0.703491820170187,0.417398866948629,0.609979382555723,1.66755916662643
"site_141","site_69",0.735437190082645,0.0609274,2.19380943097577,0.201935566564356,-0.414917607423927,-0.773699736642221,0.113000083554021,1.63233548376378
"site_37","site_57",0.975208641975309,0.101876,2.1811717890471,0.133631464599626,-0.135315250525399,-0.442748366649056,-0.446473618316156,0.842436311582426
"site_13","site_59",0.63706814159292,0.0567732,0.696723410139983,-0.654656422860943,0.789523314600504,0.858758007046334,0.544509055741128,0.682290803120197
"site_17","site_81",0.676090476190476,0.0673843,1.26371642443959,-0.664657012042823,0.940078429853557,0.48946305186908,0.345122151351224,1.25188645216132
"site_47","site_5",0.968321052631579,0.16185,5.50902450232081,0.6208003763092,-0.909598700398246,-0.303514922576336,-0.800608567904196,0.912538401646522
"site_12","site_147",0.899180575539568,0.0841298,2.43325517616987,0.160366876221002,0.273334348018605,-0.249398798805884,-0.258990409710724,1.9251168917682
"site_115","site_174",0.934540522875817,0.140828,4.34465879236758,-0.391749157938589,-0.651504217107296,0.425829016882719,0.821269982730099,1.85708848821016
"site_127","site_29",0.740358015267176,0.103196,1.4769702008817,-0.462394141813958,0.402381589664079,0.252603032753182,-0.17566453921942,1.57290616224108
"site_125","site_85",0.930132558139535,0.104806,4.60564106818841,0.744382891706944,-0.371901860208768,-0.757111377094495,-0.815488187634786,1.73431054762437
"site_36","site_87",0.881478947368421,0.100419,5.0407336390028,1.57262241287448,-1.68388215027109,-1.40732068330128,-1.15771944143835,1.32266139879764
"site_174","site_56",0.893939735099338,0.167895,3.3067685188202,-0.615507558585209,-0.737535711537613,1.07168727796223,0.699257100939263,2.57991407023895
"site_148","site_32",0.934479439252336,0.0854281,2.29909588973582,0.133653123232658,-0.113807376917819,0.810896510646336,0.044553832793309,2.53527689435986
"site_12","site_141",0.9999,0.136825,2.03488646889459,0.837018735816669,-0.113807376917819,-0.333700298146789,-0.767873404496897,1.98015280734234
"site_145","site_85",0.825986956521739,0.108298,1.23801107479237,-0.450556187750994,0.466905210486817,-0.326629849814971,0.416544326058054,0.899979727533139
"site_60","site_66",0.650693650793651,0.0301856,1.94756225112005,-0.453747164766458,-0.00626800887992385,-0.348928956092243,-0.229231170249545,0.437773006064141
"site_107","site_125",0.913878494623656,0.266404,4.03334217606376,0.999217260687439,-0.522456975461821,-1.32437888556265,-0.75001786082019,0.824238720434681
"site_39","site_65",0.86036511627907,0.136326,3.86992029995087,0.414798522581562,0.768015440992924,0.445136779634991,-0.348268128094264,1.28161328458322
"site_105","site_25",0.975360122699387,0.0446721,6.03058707795613,-0.111614752995383,-1.72689789748625,-1.3725123222831,0.0862167680389608,1.19969506968731
"site_101","site_114",0.741526794258373,0.146407,1.42834391072606,-0.640163402512234,0.811031188208083,-0.2803999953377,0.609979382555723,0.760062808524787
"site_170","site_99",0.736163736263736,0.110628,6.78745022787578,1.3823834195327,-1.23221680451193,0.979499509328146,-1.22021384430683,2.50787094868869
"site_168","site_94",0.847726086956522,0.139774,3.44637126547765,-0.252171786362636,-0.328886112993611,0.54412305628044,0.764727427753858,2.87451509292368
"site_144","site_86",0.869818699186992,0.0793865,2.91626152937873,0.274327498954169,-0.178330997740557,-0.314120595074062,-0.241134866034017,2.11650666433987
"site_42","site_66",0.714185714285714,0.0274547,1.6073237346999,-0.346894447879182,-0.221346744955715,-0.397606273453604,-0.51491986907687,0.409739776486804
"site_117","site_83",0.96029603960396,0.232919,6.91342493016668,1.18841558105458,-1.03864594204372,-0.354911643142242,-0.818464111580902,1.96456035672535
"site_97","site_98",0.851751851851852,0.0306183,6.66512222597018,1.39592905631918,-0.30737823938603,-0.136815506137708,-1.07439357094705,1.98131053623795
"site_132","site_45",0.933233333333333,0.123461,2.41773641443664,-0.443580276605482,0.101271359157972,-0.217037900671794,0.413568402111937,1.4760714575514
"site_172","site_90",0.903643315508021,0.0544694,3.60411316066525,-0.573369090775257,0.230318600803446,0.623257689532709,1.23789933518661,2.54529456037984
"site_122","site_45",0.901539344262295,0.15531,2.20174483737571,-0.496833334464375,0.660476072955029,0.0910704824031904,0.211205573775915,1.38760536668348
"site_158","site_65",0.954098473282443,0.141843,3.44871768118834,0.554406922802047,0.251826474411026,0.8087209880827,-0.455401390154511,1.99895911142737
"site_104","site_23",0.611328571428571,0.0458151,1.59056666048823,-0.456517617887807,0.595952452132291,1.07794190533269,-0.145905299758241,1.25104959541158
"site_103","site_91",0.784213725490196,0.0530738,0.675428725671177,-0.688470282714782,1.26269653396724,1.01158846714178,0.434399869734763,0.19302435677494
"site_138","site_34",0.584805660377358,0.237008,1.69629377149101,-0.413209440959631,-0.135315250525399,-0.250758500408156,0.440351717627,1.52219431601463
"site_105","site_31",0.597939215686275,0.143534,1.35451502045138,-0.654104741275868,0.63896819934745,-0.404676721785421,0.743895960131033,1.12021875005708
"site_108","site_72",0.777677777777778,0.0573071,0.486251919097373,-0.745886992442741,0.832539061815662,-1.08561528420357,0.925427320844228,0.65430184394517
"site_60","site_77",0.637995238095238,0.10654,0.93299198154718,-0.696049653310013,0.87555480903082,0.485112006741807,0.261796280859921,0.528391945752226
"site_16","site_60",0.61839710982659,0.0680828,0.454979963517138,-0.415326411303141,0.488413084094396,0.497077380841806,-0.139953451866006,0.735671551429592
"site_161","site_99",0.878404672897196,0.177441,6.49857329993741,1.4214975064103,-0.522456975461823,0.234654971603183,-1.07736949489317,1.20315122335187
"site_13","site_83",0.572549572649573,0.167805,0.399321242746848,-0.645497164839611,0.961586303461136,1.17284907717132,0.514749816279949,1.38816677756456
"site_130","site_138",0.879210344827586,0.124402,1.55921960815844,-0.306955528476393,0.165794979980709,-0.257285068099065,0.61593123044796,0.663198566762459
"site_143","site_15",0.662550602409639,0.212275,1.56277776909296,-0.281082747751941,0.251826474411026,0.165582130207732,0.288579596374982,1.9521331014644
"site_12","site_24",0.872915873015873,0.162223,2.83237100940802,0.968000377042715,-0.543964849069401,-0.630387187762683,-1.47019145578074,0.245476081026361
"site_33","site_87",0.73962602739726,0.11543,2.5677081956464,-0.309219248229973,-0.393409733816348,-1.06467587952857,0.327266607674516,0.902594611039311
"site_152","site_98",0.936608860759494,0.118178,5.68495119363902,1.54017983285723,-1.10316956286646,-0.608631962126321,-0.919645525748915,1.34570824363709
"site_114","site_42",0.700930927835052,0.119211,2.10908436261784,-0.539663821190593,0.3808737160565,-0.241240589192248,0.214181497722033,1.17434242985331
"site_120","site_82",0.719526168224299,0.064546,0.811714312942602,-0.757399459694665,0.789523314600503,-0.373131644612696,0.90757177716752,0.704904543747552
