dist_pToPET,pToPET,dist_isothermality,isothermality,dist_tempColdest,tempColdest,dist_radJan,radJan,geogDistance100km,mean,sd,lower,upper
2.638292173795659945e+00,9.634959481166890383e-01,8.172991970880040258e-01,-1.339756172549829927e+00,2.065114793531719783e+00,-4.046767217854220222e-01,1.493913820951219940e+00,-8.511992749882010267e-01,1.023808951603289996e+00,1.268012414371060270e+00,6.251194209293506887e-01,4.277834934953284041e-02,2.493246479392587922e+00
1.580562226715259977e-01,-8.242471115890389610e-01,4.301574721515830091e-02,9.830941770687160464e-01,7.195540879226920428e-01,-5.259621047081429746e-01,5.832810934391230440e-01,8.956680813830489862e-01,4.916592031064649926e-01,4.725563340732587547e-01,9.370214712966745685e-02,2.889001256991105548e-01,6.562125424474070101e-01
1.383287083140580069e-02,-5.021927607114750058e-01,4.301574721515830091e-02,3.808737160565000002e-01,1.022495604909040012e-01,-3.728534885134879989e-02,9.522956627577519595e-02,1.695426385302639949e-01,4.382010095071779965e-01,1.352616760364937221e-01,9.656250213437422847e-02,-5.400082814687975907e-02,3.245241802198671754e-01
2.831672779322130129e+00,2.077972808889779976e+00,2.666976327339809938e+00,-5.869805962845590086e-01,1.262890848190850068e+00,-8.123152621467649714e-01,1.362973167322029999e+00,-1.940387439267380110e+00,1.445703354125090101e+00,9.595316903977139100e-01,5.505200727886462309e-01,-1.194876522680327069e-01,2.038551033063460416e+00
3.789183366597220215e-01,-5.396803316851449539e-01,1.290472416454750137e-01,3.808737160565000002e-01,9.681075408181339936e-01,1.177744002939500101e+00,3.630627214263920099e-01,-2.389241796740449938e-02,3.789538849396220099e-01,7.229836448008797323e-01,1.187272147394781291e-01,4.902783039115026220e-01,9.556889856902568425e-01
1.365189319126129952e+00,-2.045824033435170164e-02,2.580944832909489728e-01,6.174603257398709744e-01,4.563158577227049983e-01,-4.090277669126939908e-01,1.922446869192210084e+00,-2.976774210102570151e-01,1.392049397228110053e+00,1.813430241659125031e+00,2.746387116894702385e-01,1.275138366747763374e+00,2.351722116570486687e+00
2.045909774158579886e+00,3.200304359832820134e-01,1.763645635821490032e+00,-2.643624921708729869e-01,3.301355490318019781e-01,-6.238606200717740080e-01,1.761746976101840056e+00,1.873981822069719916e-01,1.412780628599799915e+00,1.054788981119732183e+00,1.283066555449283441e-01,8.033079362516726274e-01,1.306270025987791739e+00
5.263620625844289691e-01,1.397309852846770006e+00,2.753007821770120156e+00,-5.869805962845590086e-01,2.536115428558970208e+00,-3.943429896081490083e-01,1.118947403740359947e+00,-1.496974771295799922e+00,8.745994542566799534e-01,1.187158441541285248e+00,5.108395543438528641e-01,1.859129150273337583e-01,2.188403968055236959e+00
1.741483357242370023e+00,4.722436444413830037e-01,1.118409427594110106e+00,-5.869805962845600078e-01,1.668625806309010029e+00,3.755200575986309963e-01,1.708180345071719897e+00,1.606148666919099965e-01,4.780025184636820246e-01,1.368855104606453876e+00,2.961364491466964566e-01,7.884276642789288525e-01,1.949282544933979011e+00
1.216841449508409972e-01,-6.059616721183730403e-01,8.603149443031650467e-02,4.023815896640789980e-01,2.746597236590769819e-01,5.639746996736210161e-01,3.273516340729770158e-01,1.606148666919099965e-01,2.307363811487639915e-01,3.120509476888453926e-01,6.066737664143627418e-02,1.931428894716303024e-01,4.309590059060605105e-01
